SubjectAssgn,GenID,ExpAssgn,Vowel,Item,ItemType,RespNum,RespNum2,absRT,logAbsRT
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,1153.86,3.062153118
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,0,0,1049.78,3.021098295
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,0,0,1499.02,3.175807427
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,1072.64,3.030453988
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,807.37,2.907072608
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,956.84,2.980839322
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,609.59,2.785037834
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,951.56,2.978436178
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,626.8,2.797128988
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,576.01,2.760430023
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,609,2.784617293
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,0,0,1065.86,3.027700164
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,655.67,2.816685313
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,649.58,2.812632645
a-i-subject-15,Subject15-r1557,a-i,a,a-23-2,diff,1,100,635.55,2.803149723
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,1005.18,3.002243839
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,591.42,2.771896007
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,617.6,2.790707287
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,600.29,2.778361109
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,670.49,2.826392305
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,927.77,2.967440325
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,743.54,2.871304337
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,501.55,2.700314235
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,605.15,2.781863038
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,1476.09,3.169112838
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,942.38,2.974226061
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,714.4,2.853941446
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,1464.75,3.165763507
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,635.62,2.803197554
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,743.02,2.871000504
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,781.3,2.892817824
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,947.03,2.976363737
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,704.54,2.847905655
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,576.99,2.761168286
a-i-subject-15,Subject15-r1557,a-i,a,a-23-23,same,1,100,721.23,2.858073783
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,777.5,2.890700398
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,814.06,2.910656416
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,534.67,2.728085817
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,699.66,2.844887046
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,1635.37,3.213616027
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,708.42,2.850290814
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,659.78,2.819399147
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,835.4,2.921894471
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,1073.28,3.030713037
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,1053.27,3.022539714
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,1217.34,3.085411893
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,542.03,2.734023324
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,1137.93,3.056115547
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,715.25,2.854457866
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,711.12,2.851942893
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,818.08,2.912795775
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,537.59,2.730451182
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,769.17,2.886022337
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,554.64,2.744011187
a-i-subject-15,Subject15-r1557,a-i,a,a-23-4,diff,0,0,423.4,2.626750854
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,870.33,2.939683954
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,877.55,2.943271871
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,0,0,852.83,2.930862469
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,664.18,2.822285794
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,746.99,2.873314788
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,1176.63,3.070639917
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,1126.66,3.051792876
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,859.61,2.934301459
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,737.24,2.86760889
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,766.81,2.884687768
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,758.94,2.880207443
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,0,0,1790.37,3.252942792
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,488.03,2.68844652
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,985.2,2.993524403
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,715.59,2.854664263
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,484.09,2.684926111
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,0,0,639.05,2.805534839
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,869.07,2.939054758
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,546.09,2.737264224
a-i-subject-15,Subject15-r1557,a-i,a,a-23-square,diff,1,100,803.66,2.905072353
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,770.54,2.886795189
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,735.51,2.866588582
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,683.93,2.835011654
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,805.36,2.905990056
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,983.77,2.992893575
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,649.6,2.812646016
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,579.37,2.762956004
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,749.93,2.875020727
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,670.07,2.826120174
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,787.71,2.896366359
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,1044.72,3.018999909
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,572.96,2.758124304
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,1093.06,3.038644002
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,952.79,2.97899719
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,536.12,2.729262009
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,875.39,2.942201581
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,689.45,2.838502776
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,832.93,2.920608505
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,619.44,2.791999246
a-i-subject-15,Subject15-r1557,a-i,a,a-2-square,diff,0,0,765.1,2.883718202
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,1044,3.018700499
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,0,0,1169.18,3.067881378
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,1099.3,3.041116228
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,668.27,2.824951965
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,0,0,839.53,2.92403622
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,1121.15,3.049663721
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,0,0,848.37,2.928585303
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,0,0,1056.37,3.023816059
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,1660.12,3.220139482
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,0,0,1004.4,3.001906704
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,942.91,2.974470242
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,1570.44,3.196021348
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,0,0,1149.89,3.060656297
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,1180.73,3.072150598
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,1882.4,3.274711914
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,866.78,2.937908882
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,0,0,1168.01,3.067446561
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,676.98,2.830575839
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,794.29,2.899979095
a-i-subject-15,Subject15-r1557,a-i,a,a-4-2,diff,1,100,635.17,2.802889978
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,630.55,2.79971953
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,546.82,2.737844391
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,557.58,2.746307188
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,604.44,2.781353197
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,1005.8,3.002511631
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,728.26,2.862286457
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,708.21,2.850162055
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,606.18,2.782601603
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,585.9,2.767823498
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,782.96,2.893739575
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,727.02,2.861546358
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,602.67,2.780079573
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,620.18,2.792517757
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,685.26,2.835855382
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,775.96,2.889839334
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,710.87,2.851790187
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,719.13,2.856807407
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,848.88,2.928846302
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,547.11,2.738074653
a-i-subject-15,Subject15-r1557,a-i,a,a-4-4,same,1,100,604.48,2.781381936
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,0,0,1333.33,3.124937651
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,1082.85,3.034568301
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,631.08,2.800084417
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,758.57,2.879995663
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,610.45,2.785650098
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,704.82,2.848078219
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,1475.86,3.169045162
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,756.16,2.8786137
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,1192.85,3.076585835
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,763.63,2.882882982
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,0,0,1550.39,3.190440959
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,783.84,2.894227422
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,609.21,2.784767024
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,0,0,876.87,2.942935212
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,638.39,2.805086075
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,664.07,2.822213861
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,775.99,2.889856125
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,960.76,2.982614913
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,893.45,2.951070253
a-i-subject-15,Subject15-r1557,a-i,a,a-4-square,diff,1,100,653.61,2.815318688
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,853.3,2.931101746
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,817.1,2.91227521
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,533.08,2.726792389
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,613.66,2.787927816
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,716.7,2.855337404
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,739.51,2.868944051
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,934.58,2.970616483
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,596.92,2.77591613
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,619.11,2.791767819
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,0,0,1308.53,3.116783684
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,731.21,2.864042122
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,771.36,2.887257114
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,1046.58,3.019772431
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,599.85,2.778042663
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,559.87,2.748087197
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,930.79,2.968851709
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,711.75,2.852327476
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,727.78,2.862000117
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,635.87,2.803368336
a-i-subject-15,Subject15-r1557,a-i,a,a-square-square,same,1,100,658.76,2.818727221
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,692.62,2.840495028
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,831.28,2.919747332
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,545.63,2.736898241
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,633.16,2.80151347
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,538.06,2.730830707
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,593.17,2.773179178
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,577.58,2.761612146
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,712.8,2.852967691
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,843.93,2.926306425
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,641.51,2.807203431
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,626.84,2.797156702
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,526.44,2.72134888
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,726.81,2.861420894
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,524.78,2.719977275
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,424.33,2.627703737
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,571.44,2.756970637
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,604.45,2.781360382
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,603.99,2.781029748
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,753,2.876794976
a-i-subject-15,Subject15-r1557,a-i,i,i-2-2,same,1,100,720.76,2.857790677
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,522.46,2.718053046
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,468.44,2.670653972
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,501.48,2.700253617
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,519.63,2.715694216
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,602.69,2.780093986
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,628.03,2.79798039
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,566.52,2.753215246
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,574.7,2.759441197
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,708.93,2.850603355
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,899.38,2.953943226
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,590.5,2.771219902
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,632.81,2.801273333
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,538.95,2.731548476
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,540.87,2.733092893
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,555.85,2.74495761
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,543,2.73479983
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,506.46,2.704545151
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,482.82,2.683785252
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,437.1,2.640580806
a-i-subject-15,Subject15-r1557,a-i,i,i-23-2,diff,1,100,517.21,2.713666913
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,810.91,2.908972656
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,705.4,2.848435455
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,991.08,2.996108712
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,622.65,2.794243992
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,628.95,2.798616121
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,576.89,2.761093011
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,785.1,2.894924977
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,782.96,2.893739575
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,775.52,2.889593002
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,575.96,2.760392323
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,850.92,2.929888731
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,927.3,2.96722026
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,1209.78,3.082706401
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,651.1,2.813647695
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,874.92,2.941968344
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,773.76,2.888606275
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,808.5,2.907680024
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,1186.61,3.074308004
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,919.69,2.963641464
a-i-subject-15,Subject15-r1557,a-i,i,i-23-23,same,1,100,873.05,2.941039117
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,822.83,2.915310117
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,1033.49,3.014306279
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,617.5,2.790636962
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,649.69,2.812706182
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,649.23,2.81239858
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,0,0,896.14,2.952375863
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,1589.95,3.201383467
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,0,0,2000,3.301029996
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,593.82,2.773654821
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,651.4,2.813847754
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,1293.31,3.111702636
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,692.73,2.840563996
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,629.59,2.799057821
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,696.29,2.842790158
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,569.36,2.755386953
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,508.04,2.705897907
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,682.57,2.834147196
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,679.1,2.83193373
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,702.33,2.84654122
a-i-subject-15,Subject15-r1557,a-i,i,i-23-4,diff,1,100,605.28,2.781956324
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,519.48,2.715568832
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,517.18,2.713641722
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,466.82,2.669149454
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,501.53,2.700296916
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,488.47,2.688837896
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,500.36,2.699282584
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,456.19,2.659145761
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,827.52,2.917778499
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,555.39,2.744598056
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,745.97,2.872721362
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,536.18,2.72931061
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,612.65,2.787212438
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,576.46,2.760769177
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,643.63,2.808636279
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,606.47,2.782809323
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,526.61,2.721489102
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,510.2,2.707740454
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,416.04,2.619135088
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,590.73,2.771389027
a-i-subject-15,Subject15-r1557,a-i,i,i-23-square,diff,1,100,520.73,2.716612599
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,688.89,2.838149881
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,985.88,2.993824056
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,732.29,2.864683104
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,885.72,2.947296451
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,555.66,2.744809135
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,883.23,2.946073812
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,1191.67,3.076156006
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,690.85,2.839383762
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,601.46,2.77920675
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,767.92,2.885315979
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,652.36,2.814487324
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,905.06,2.956677371
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,627.43,2.79756528
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,822.04,2.914892951
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,515.3,2.712060142
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,671.67,2.827155951
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,2000,3.301029996
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,589.89,2.770771034
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,631.45,2.800338968
a-i-subject-15,Subject15-r1557,a-i,i,i-2-square,diff,0,0,739.51,2.868944051
a-i-subject-15,Subject15-r1557,a-i,i,i-4-2,diff,1,100,682.29,2.833969006
a-i-subject-15,Subject15-r1557,a-i,i,i-4-2,diff,1,100,604.95,2.781719481
a-i-subject-15,Subject15-r1557,a-i,i,i-4-2,diff,1,100,499.1,2.69818757
