Subject,Hem,Harm,Cond,Area,LinPwr,dBPwr
r1549,2-rh,2-SecondHarm,1-Uni,3-Occ,5.16E+15,157.1255711
r1549,2-rh,2-SecondHarm,2-Zero,1-AntTem,1.20E+15,150.7925362
r1549,2-rh,2-SecondHarm,2-Zero,2-PosTem,4.04E+16,166.068541
r1549,2-rh,2-SecondHarm,2-Zero,3-Occ,2.18E+16,163.3827716
r1549,2-rh,2-SecondHarm,3-HalfPi,1-AntTem,1.38E+15,151.4028801
r1549,2-rh,2-SecondHarm,3-HalfPi,2-PosTem,7.72E+15,158.8764543
r1549,2-rh,2-SecondHarm,3-HalfPi,3-Occ,7.34E+15,158.6577889
r1549,2-rh,2-SecondHarm,4-Pi,1-AntTem,3.10E+14,144.9085706
r1549,2-rh,2-SecondHarm,4-Pi,2-PosTem,2.20E+16,163.4155322
r1549,2-rh,2-SecondHarm,4-Pi,3-Occ,3.89E+16,165.8953632
r1551,1-lh,1-Fm,1-Uni,1-AntTem,8.57E+15,159.3294028
r1551,1-lh,1-Fm,1-Uni,2-PosTem,3.36E+15,155.2662354
r1551,1-lh,1-Fm,1-Uni,3-Occ,3.39E+16,165.2986648
r1551,1-lh,1-Fm,2-Zero,1-AntTem,1.30E+15,151.1384312
r1551,1-lh,1-Fm,2-Zero,2-PosTem,1.28E+17,171.059868
r1551,1-lh,1-Fm,2-Zero,3-Occ,1.18E+17,170.7228667
r1551,1-lh,1-Fm,3-HalfPi,1-AntTem,5.17E+13,137.1343174
r1551,1-lh,1-Fm,3-HalfPi,2-PosTem,1.80E+17,172.5553783
r1551,1-lh,1-Fm,3-HalfPi,3-Occ,1.38E+17,171.3899701
r1551,1-lh,1-Fm,4-Pi,1-AntTem,1.23E+15,150.9131516
r1551,1-lh,1-Fm,4-Pi,2-PosTem,2.92E+17,174.6481731
r1551,1-lh,1-Fm,4-Pi,3-Occ,2.34E+17,173.6912305
r1551,1-lh,2-SecondHarm,1-Uni,1-AntTem,1.63E+15,152.1301278
r1551,1-lh,2-SecondHarm,1-Uni,2-PosTem,4.37E+14,146.408192
r1551,1-lh,2-SecondHarm,1-Uni,3-Occ,5.75E+16,167.5940341
r1551,1-lh,2-SecondHarm,2-Zero,1-AntTem,3.07E+14,144.8694028
r1551,1-lh,2-SecondHarm,2-Zero,2-PosTem,1.20E+16,160.7943451
r1551,1-lh,2-SecondHarm,2-Zero,3-Occ,2.45E+16,163.8827886
r1551,1-lh,2-SecondHarm,3-HalfPi,1-AntTem,1.52E+14,141.813862
r1551,1-lh,2-SecondHarm,3-HalfPi,2-PosTem,3.46E+15,155.3933961
r1551,1-lh,2-SecondHarm,3-HalfPi,3-Occ,6.28E+15,157.9763449
r1551,1-lh,2-SecondHarm,4-Pi,1-AntTem,3.95E+14,145.9679496
r1551,1-lh,2-SecondHarm,4-Pi,2-PosTem,6.75E+15,158.2914933
r1551,1-lh,2-SecondHarm,4-Pi,3-Occ,2.22E+16,163.470762
r1551,2-rh,1-Fm,1-Uni,1-AntTem,4.02E+15,156.038694
r1551,2-rh,1-Fm,1-Uni,2-PosTem,1.07E+16,160.2962724
r1551,2-rh,1-Fm,1-Uni,3-Occ,1.85E+15,152.6773477
r1551,2-rh,1-Fm,2-Zero,1-AntTem,2.42E+15,153.8311491
r1551,2-rh,1-Fm,2-Zero,2-PosTem,3.44E+15,155.3614162
r1551,2-rh,1-Fm,2-Zero,3-Occ,1.21E+15,150.8113119
r1551,2-rh,1-Fm,3-HalfPi,1-AntTem,9.95E+15,159.9760479
r1551,2-rh,1-Fm,3-HalfPi,2-PosTem,8.52E+14,149.3019995
r1551,2-rh,1-Fm,3-HalfPi,3-Occ,6.20E+15,157.9272079
r1551,2-rh,1-Fm,4-Pi,1-AntTem,8.79E+13,139.4422103
r1551,2-rh,1-Fm,4-Pi,2-PosTem,2.11E+16,163.2356146
r1551,2-rh,1-Fm,4-Pi,3-Occ,4.47E+15,156.5002567
r1551,2-rh,2-SecondHarm,1-Uni,1-AntTem,3.51E+15,155.4556687
r1551,2-rh,2-SecondHarm,1-Uni,2-PosTem,2.16E+15,153.3350773
r1551,2-rh,2-SecondHarm,1-Uni,3-Occ,4.31E+15,156.3465861
r1551,2-rh,2-SecondHarm,2-Zero,1-AntTem,4.13E+15,156.1601314
r1551,2-rh,2-SecondHarm,2-Zero,2-PosTem,1.40E+16,161.4634513
r1551,2-rh,2-SecondHarm,2-Zero,3-Occ,6.53E+14,148.1489323
r1551,2-rh,2-SecondHarm,3-HalfPi,1-AntTem,2.62E+13,134.1830129
r1551,2-rh,2-SecondHarm,3-HalfPi,2-PosTem,1.41E+15,151.482941
r1551,2-rh,2-SecondHarm,3-HalfPi,3-Occ,6.36E+14,148.0375747
r1551,2-rh,2-SecondHarm,4-Pi,1-AntTem,5.99E+13,137.7767326
r1551,2-rh,2-SecondHarm,4-Pi,2-PosTem,2.62E+15,154.1911276
r1551,2-rh,2-SecondHarm,4-Pi,3-Occ,2.46E+14,143.9029909
r1552,1-lh,1-Fm,1-Uni,1-AntTem,2.18E+16,163.3813763
r1552,1-lh,1-Fm,1-Uni,2-PosTem,5.18E+15,157.146231
r1552,1-lh,1-Fm,1-Uni,3-Occ,4.06E+16,166.0903918
r1552,1-lh,1-Fm,2-Zero,1-AntTem,2.08E+16,163.190644
r1552,1-lh,1-Fm,2-Zero,2-PosTem,1.48E+16,161.7026172
r1552,1-lh,1-Fm,2-Zero,3-Occ,1.51E+16,161.7891942
r1552,1-lh,1-Fm,3-HalfPi,1-AntTem,5.86E+15,157.6819396
r1552,1-lh,1-Fm,3-HalfPi,2-PosTem,2.89E+15,154.6052199
r1552,1-lh,1-Fm,3-HalfPi,3-Occ,3.13E+16,164.9540556
r1552,1-lh,1-Fm,4-Pi,1-AntTem,2.15E+16,163.3304403
r1552,1-lh,1-Fm,4-Pi,2-PosTem,3.25E+16,165.1201697
r1552,1-lh,1-Fm,4-Pi,3-Occ,1.96E+16,162.921231
r1552,1-lh,2-SecondHarm,1-Uni,1-AntTem,7.83E+14,148.9372293
r1552,1-lh,2-SecondHarm,1-Uni,2-PosTem,1.96E+14,142.9216743
r1552,1-lh,2-SecondHarm,1-Uni,3-Occ,3.38E+15,155.2905802
r1552,1-lh,2-SecondHarm,2-Zero,1-AntTem,2.62E+14,144.1850016
r1552,1-lh,2-SecondHarm,2-Zero,2-PosTem,2.33E+15,153.6670306
r1552,1-lh,2-SecondHarm,2-Zero,3-Occ,2.59E+15,154.1296427
r1552,1-lh,2-SecondHarm,3-HalfPi,1-AntTem,1.54E+14,141.8658909
r1552,1-lh,2-SecondHarm,3-HalfPi,2-PosTem,1.17E+14,140.666613
r1552,1-lh,2-SecondHarm,3-HalfPi,3-Occ,1.56E+16,161.9445884
r1552,1-lh,2-SecondHarm,4-Pi,1-AntTem,1.04E+14,140.1711685
r1552,1-lh,2-SecondHarm,4-Pi,2-PosTem,3.91E+14,145.9239885
r1552,1-lh,2-SecondHarm,4-Pi,3-Occ,6.12E+15,157.8707773
r1552,2-rh,1-Fm,1-Uni,1-AntTem,5.63E+16,167.5079372
r1552,2-rh,1-Fm,1-Uni,2-PosTem,2.39E+16,163.7777964
r1552,2-rh,1-Fm,1-Uni,3-Occ,3.59E+16,165.5498556
r1552,2-rh,1-Fm,2-Zero,1-AntTem,2.80E+15,154.4684771
r1552,2-rh,1-Fm,2-Zero,2-PosTem,3.98E+15,156.0003581
r1552,2-rh,1-Fm,2-Zero,3-Occ,1.33E+16,161.224125
r1552,2-rh,1-Fm,3-HalfPi,1-AntTem,2.38E+16,163.7747017
r1552,2-rh,1-Fm,3-HalfPi,2-PosTem,3.60E+16,165.5689322
r1552,2-rh,1-Fm,3-HalfPi,3-Occ,9.64E+16,169.8422117
r1552,2-rh,1-Fm,4-Pi,1-AntTem,4.44E+15,156.4757855
r1552,2-rh,1-Fm,4-Pi,2-PosTem,3.99E+15,156.0056998
r1552,2-rh,1-Fm,4-Pi,3-Occ,2.85E+15,154.5472294
r1552,2-rh,2-SecondHarm,1-Uni,1-AntTem,2.22E+15,153.4688085
r1552,2-rh,2-SecondHarm,1-Uni,2-PosTem,2.62E+15,154.1835102
r1552,2-rh,2-SecondHarm,1-Uni,3-Occ,3.67E+15,155.6431091
r1552,2-rh,2-SecondHarm,2-Zero,1-AntTem,2.84E+15,154.530583
r1552,2-rh,2-SecondHarm,2-Zero,2-PosTem,2.76E+16,164.4095629
r1552,2-rh,2-SecondHarm,2-Zero,3-Occ,3.70E+16,165.6826041
r1552,2-rh,2-SecondHarm,3-HalfPi,1-AntTem,5.54E+14,147.4343921
r1552,2-rh,2-SecondHarm,3-HalfPi,2-PosTem,3.98E+15,155.9936991
r1552,2-rh,2-SecondHarm,3-HalfPi,3-Occ,5.48E+14,147.3845551
r1552,2-rh,2-SecondHarm,4-Pi,1-AntTem,9.07E+13,139.5750672
r1552,2-rh,2-SecondHarm,4-Pi,2-PosTem,1.75E+15,152.4221832
r1552,2-rh,2-SecondHarm,4-Pi,3-Occ,2.05E+15,153.1270615
r1557,1-lh,1-Fm,1-Uni,1-AntTem,2.30E+16,163.6212418
r1557,1-lh,1-Fm,1-Uni,2-PosTem,1.87E+16,162.7116758
r1557,1-lh,1-Fm,1-Uni,3-Occ,3.46E+15,155.3937724
r1557,1-lh,1-Fm,2-Zero,1-AntTem,1.34E+16,161.2600146
r1557,1-lh,1-Fm,2-Zero,2-PosTem,3.37E+16,165.2810646
r1557,1-lh,1-Fm,2-Zero,3-Occ,1.63E+16,162.1173442
r1557,1-lh,1-Fm,3-HalfPi,1-AntTem,3.92E+15,155.931531
r1557,1-lh,1-Fm,3-HalfPi,2-PosTem,7.86E+14,148.9541702
r1557,1-lh,1-Fm,3-HalfPi,3-Occ,1.41E+15,151.4915751
r1557,1-lh,1-Fm,4-Pi,1-AntTem,3.45E+16,165.3829719
r1557,1-lh,1-Fm,4-Pi,2-PosTem,1.23E+15,150.8813609
r1557,1-lh,1-Fm,4-Pi,3-Occ,6.43E+15,158.0850806
r1557,1-lh,2-SecondHarm,1-Uni,1-AntTem,6.02E+15,157.7980565
r1557,1-lh,2-SecondHarm,1-Uni,2-PosTem,2.02E+15,153.0513632
r1557,1-lh,2-SecondHarm,1-Uni,3-Occ,1.09E+17,170.3718737
r1557,1-lh,2-SecondHarm,2-Zero,1-AntTem,1.95E+15,152.9043531
r1557,1-lh,2-SecondHarm,2-Zero,2-PosTem,2.32E+15,153.6513217
r1557,1-lh,2-SecondHarm,2-Zero,3-Occ,3.87E+16,165.8716073
r1557,1-lh,2-SecondHarm,3-HalfPi,1-AntTem,3.39E+14,145.3057106
r1557,1-lh,2-SecondHarm,3-HalfPi,2-PosTem,2.05E+15,153.1211386
r1557,1-lh,2-SecondHarm,3-HalfPi,3-Occ,8.68E+16,169.3833456
r1557,1-lh,2-SecondHarm,4-Pi,1-AntTem,4.83E+13,136.8383922
r1557,1-lh,2-SecondHarm,4-Pi,2-PosTem,2.03E+13,133.0824418
r1557,1-lh,2-SecondHarm,4-Pi,3-Occ,1.14E+16,160.5614226
r1557,2-rh,1-Fm,1-Uni,1-AntTem,5.86E+16,167.6763073
r1557,2-rh,1-Fm,1-Uni,2-PosTem,2.66E+16,164.2437521
r1557,2-rh,1-Fm,1-Uni,3-Occ,1.58E+16,161.9829961
r1557,2-rh,1-Fm,2-Zero,1-AntTem,2.51E+16,163.9934485
r1557,2-rh,1-Fm,2-Zero,2-PosTem,5.25E+15,157.1991106
r1557,2-rh,1-Fm,2-Zero,3-Occ,8.47E+15,159.2786803
r1557,2-rh,1-Fm,3-HalfPi,1-AntTem,1.51E+17,171.7929321
r1557,2-rh,1-Fm,3-HalfPi,2-PosTem,3.09E+16,164.8960697
r1557,2-rh,1-Fm,3-HalfPi,3-Occ,2.00E+16,163.0185437
r1557,2-rh,1-Fm,4-Pi,1-AntTem,1.40E+17,171.4708862
r1557,2-rh,1-Fm,4-Pi,2-PosTem,1.37E+17,171.3738576
r1557,2-rh,1-Fm,4-Pi,3-Occ,1.11E+17,170.4340158
r1557,2-rh,2-SecondHarm,1-Uni,1-AntTem,3.36E+15,155.2610656
r1557,2-rh,2-SecondHarm,1-Uni,2-PosTem,8.63E+15,159.3602589
r1557,2-rh,2-SecondHarm,1-Uni,3-Occ,1.19E+16,160.7707707
r1557,2-rh,2-SecondHarm,2-Zero,1-AntTem,3.66E+15,155.6331493
r1557,2-rh,2-SecondHarm,2-Zero,2-PosTem,7.80E+14,148.9197766
r1557,2-rh,2-SecondHarm,2-Zero,3-Occ,2.47E+15,153.9271454
r1557,2-rh,2-SecondHarm,3-HalfPi,1-AntTem,8.86E+14,149.4719837
r1557,2-rh,2-SecondHarm,3-HalfPi,2-PosTem,4.61E+16,166.6389872
r1557,2-rh,2-SecondHarm,3-HalfPi,3-Occ,1.86E+16,162.6860137
r1557,2-rh,2-SecondHarm,4-Pi,1-AntTem,2.10E+14,143.2267403
r1557,2-rh,2-SecondHarm,4-Pi,2-PosTem,4.36E+15,156.3985489
r1557,2-rh,2-SecondHarm,4-Pi,3-Occ,1.27E+15,151.0414555
r1563,1-lh,1-Fm,1-Uni,1-AntTem,6.38E+14,148.049636
r1563,1-lh,1-Fm,1-Uni,2-PosTem,6.17E+15,157.8995421
r1563,1-lh,1-Fm,1-Uni,3-Occ,1.05E+17,170.1965623
r1563,1-lh,1-Fm,2-Zero,1-AntTem,1.98E+14,142.9697216
r1563,1-lh,1-Fm,2-Zero,2-PosTem,1.30E+16,161.1327469
r1563,1-lh,1-Fm,2-Zero,3-Occ,2.14E+15,153.3051523
r1563,1-lh,1-Fm,3-HalfPi,1-AntTem,9.89E+14,149.9539385
r1563,1-lh,1-Fm,3-HalfPi,2-PosTem,1.25E+17,170.9565744
r1563,1-lh,1-Fm,3-HalfPi,3-Occ,8.86E+16,169.4753665
r1563,1-lh,1-Fm,4-Pi,1-AntTem,4.72E+13,136.740248
r1563,1-lh,1-Fm,4-Pi,2-PosTem,1.22E+16,160.8675123
r1563,1-lh,1-Fm,4-Pi,3-Occ,5.80E+15,157.6364509
r1563,1-lh,2-SecondHarm,1-Uni,1-AntTem,3.00E+14,144.7725152
r1563,1-lh,2-SecondHarm,1-Uni,2-PosTem,1.45E+16,161.6118826
r1563,1-lh,2-SecondHarm,1-Uni,3-Occ,1.92E+16,162.8420507
r1563,1-lh,2-SecondHarm,2-Zero,1-AntTem,1.85E+13,132.6827367
r1563,1-lh,2-SecondHarm,2-Zero,2-PosTem,3.32E+15,155.2146499
r1563,1-lh,2-SecondHarm,2-Zero,3-Occ,1.55E+15,151.9024763
r1563,1-lh,2-SecondHarm,3-HalfPi,1-AntTem,6.63E+13,138.218082
r1563,1-lh,2-SecondHarm,3-HalfPi,2-PosTem,3.78E+16,165.7745733
r1563,1-lh,2-SecondHarm,3-HalfPi,3-Occ,8.07E+16,169.0686277
r1563,1-lh,2-SecondHarm,4-Pi,1-AntTem,1.25E+13,130.9642333
r1563,1-lh,2-SecondHarm,4-Pi,2-PosTem,3.11E+14,144.9331861
r1563,1-lh,2-SecondHarm,4-Pi,3-Occ,3.27E+14,145.1460087
r1563,2-rh,1-Fm,1-Uni,1-AntTem,3.77E+14,145.7597256
r1563,2-rh,1-Fm,1-Uni,2-PosTem,6.60E+15,158.195571
r1563,2-rh,1-Fm,1-Uni,3-Occ,1.08E+16,160.34869
r1563,2-rh,1-Fm,2-Zero,1-AntTem,3.01E+14,144.7794563
r1563,2-rh,1-Fm,2-Zero,2-PosTem,1.52E+16,161.8078513
r1563,2-rh,1-Fm,2-Zero,3-Occ,8.02E+15,159.0399021
r1563,2-rh,1-Fm,3-HalfPi,1-AntTem,1.99E+15,152.9839453
r1563,2-rh,1-Fm,3-HalfPi,2-PosTem,6.65E+16,168.2271714
r1563,2-rh,1-Fm,3-HalfPi,3-Occ,9.45E+16,169.7556047
r1563,2-rh,1-Fm,4-Pi,1-AntTem,1.72E+14,142.3643649
r1563,2-rh,1-Fm,4-Pi,2-PosTem,1.03E+16,160.1085096
r1563,2-rh,1-Fm,4-Pi,3-Occ,2.48E+16,163.939786
r1563,2-rh,2-SecondHarm,1-Uni,1-AntTem,3.52E+14,145.4697428
r1563,2-rh,2-SecondHarm,1-Uni,2-PosTem,6.45E+15,158.0967416
r1563,2-rh,2-SecondHarm,1-Uni,3-Occ,1.43E+16,161.5560928
r1563,2-rh,2-SecondHarm,2-Zero,1-AntTem,4.76E+12,126.7773467
r1563,2-rh,2-SecondHarm,2-Zero,2-PosTem,4.58E+15,156.6115933
r1563,2-rh,2-SecondHarm,2-Zero,3-Occ,1.88E+16,162.7464269
r1563,2-rh,2-SecondHarm,3-HalfPi,1-AntTem,2.68E+13,134.2881487
r1563,2-rh,2-SecondHarm,3-HalfPi,2-PosTem,1.93E+15,152.8645647
r1563,2-rh,2-SecondHarm,3-HalfPi,3-Occ,3.86E+15,155.8712702
r1563,2-rh,2-SecondHarm,4-Pi,1-AntTem,1.13E+13,130.549576
r1563,2-rh,2-SecondHarm,4-Pi,2-PosTem,2.27E+15,153.5518324
r1563,2-rh,2-SecondHarm,4-Pi,3-Occ,2.92E+16,164.6563562
r1565,1-lh,1-Fm,1-Uni,1-AntTem,8.97E+16,169.5296671
r1565,1-lh,1-Fm,1-Uni,2-PosTem,1.25E+17,170.9656244
r1565,1-lh,1-Fm,1-Uni,3-Occ,2.17E+16,163.3689981
r1565,1-lh,1-Fm,2-Zero,1-AntTem,1.30E+17,171.1370944
r1565,1-lh,1-Fm,2-Zero,2-PosTem,1.92E+16,162.8271272
r1565,1-lh,1-Fm,2-Zero,3-Occ,1.23E+16,160.9135035
r1565,1-lh,1-Fm,3-HalfPi,1-AntTem,2.50E+16,163.9806159
r1565,1-lh,1-Fm,3-HalfPi,2-PosTem,1.86E+16,162.7028278
r1565,1-lh,1-Fm,3-HalfPi,3-Occ,6.19E+15,157.9139587
r1565,1-lh,1-Fm,4-Pi,1-AntTem,2.90E+16,164.6166357
r1565,1-lh,1-Fm,4-Pi,2-PosTem,9.77E+16,169.8995679
r1565,1-lh,1-Fm,4-Pi,3-Occ,9.53E+16,169.7911569
r1565,1-lh,2-SecondHarm,1-Uni,1-AntTem,1.01E+15,150.0569518
r1565,1-lh,2-SecondHarm,1-Uni,2-PosTem,4.41E+15,156.4420217
r1565,1-lh,2-SecondHarm,1-Uni,3-Occ,7.85E+16,168.9500795
r1565,1-lh,2-SecondHarm,2-Zero,1-AntTem,4.36E+15,156.3908787
r1565,1-lh,2-SecondHarm,2-Zero,2-PosTem,5.02E+15,157.0046141
r1565,1-lh,2-SecondHarm,2-Zero,3-Occ,3.47E+15,155.4066727
r1565,1-lh,2-SecondHarm,3-HalfPi,1-AntTem,1.33E+15,151.2323078
r1565,1-lh,2-SecondHarm,3-HalfPi,2-PosTem,2.02E+16,163.0640358
r1565,1-lh,2-SecondHarm,3-HalfPi,3-Occ,3.59E+16,165.5554182
r1565,1-lh,2-SecondHarm,4-Pi,1-AntTem,1.36E+15,151.3235576
r1565,1-lh,2-SecondHarm,4-Pi,2-PosTem,1.21E+16,160.8113119
r1565,1-lh,2-SecondHarm,4-Pi,3-Occ,1.44E+16,161.570637
r1565,2-rh,1-Fm,1-Uni,1-AntTem,6.73E+16,168.2780852
r1565,2-rh,1-Fm,1-Uni,2-PosTem,2.56E+17,174.0756085
r1565,2-rh,1-Fm,1-Uni,3-Occ,1.63E+16,162.1309255
r1565,2-rh,1-Fm,2-Zero,1-AntTem,2.51E+15,154.0027889
r1565,2-rh,1-Fm,2-Zero,2-PosTem,1.92E+15,152.8287125
r1565,2-rh,1-Fm,2-Zero,3-Occ,6.72E+15,158.2707835
r1565,2-rh,1-Fm,3-HalfPi,1-AntTem,1.49E+16,161.7373971
r1565,2-rh,1-Fm,3-HalfPi,2-PosTem,2.51E+16,164.0043437
r1565,2-rh,1-Fm,3-HalfPi,3-Occ,5.97E+15,157.7587975
r1565,2-rh,1-Fm,4-Pi,1-AntTem,8.10E+16,169.0829732
r1565,2-rh,1-Fm,4-Pi,2-PosTem,6.38E+16,168.0490916
r1565,2-rh,1-Fm,4-Pi,3-Occ,5.74E+16,167.5919175
r1565,2-rh,2-SecondHarm,1-Uni,1-AntTem,9.91E+14,149.9615253
r1565,2-rh,2-SecondHarm,1-Uni,2-PosTem,1.10E+15,150.3941412
r1565,2-rh,2-SecondHarm,1-Uni,3-Occ,3.76E+16,165.7474871
r1565,2-rh,2-SecondHarm,2-Zero,1-AntTem,6.90E+14,148.3879873
r1565,2-rh,2-SecondHarm,2-Zero,2-PosTem,1.53E+16,161.8452109
r1565,2-rh,2-SecondHarm,2-Zero,3-Occ,1.63E+16,162.1181443
r1565,2-rh,2-SecondHarm,3-HalfPi,1-AntTem,4.32E+15,156.3526252
r1565,2-rh,2-SecondHarm,3-HalfPi,2-PosTem,1.70E+16,162.297842
r1565,2-rh,2-SecondHarm,3-HalfPi,3-Occ,1.11E+16,160.4661221
r1565,2-rh,2-SecondHarm,4-Pi,1-AntTem,4.75E+14,146.7668447
r1565,2-rh,2-SecondHarm,4-Pi,2-PosTem,6.55E+15,158.162413
r1565,2-rh,2-SecondHarm,4-Pi,3-Occ,4.00E+15,156.0197312
r1567,1-lh,1-Fm,1-Uni,1-AntTem,6.37E+15,158.0394167
r1567,1-lh,1-Fm,1-Uni,2-PosTem,5.69E+16,167.5513516
r1567,1-lh,1-Fm,1-Uni,3-Occ,1.71E+18,182.3289451
r1567,1-lh,1-Fm,2-Zero,1-AntTem,8.04E+16,169.0513179
r1567,1-lh,1-Fm,2-Zero,2-PosTem,7.07E+17,178.4925967
r1567,1-lh,1-Fm,2-Zero,3-Occ,8.49E+17,179.2912248
r1567,1-lh,1-Fm,3-HalfPi,1-AntTem,6.36E+15,158.0319755
r1567,1-lh,1-Fm,3-HalfPi,2-PosTem,8.51E+16,169.2996018
r1567,1-lh,1-Fm,3-HalfPi,3-Occ,3.18E+17,175.0186682
r1567,1-lh,1-Fm,4-Pi,1-AntTem,6.07E+16,167.8338898
r1567,1-lh,1-Fm,4-Pi,2-PosTem,7.50E+15,158.7528125
r1567,1-lh,1-Fm,4-Pi,3-Occ,4.46E+17,176.4950037
r1567,1-lh,2-SecondHarm,1-Uni,1-AntTem,1.83E+15,152.6209496
r1567,1-lh,2-SecondHarm,1-Uni,2-PosTem,5.74E+15,157.5903293
r1567,1-lh,2-SecondHarm,1-Uni,3-Occ,2.08E+16,163.1758284
r1567,1-lh,2-SecondHarm,2-Zero,1-AntTem,2.18E+15,153.3885475
r1567,1-lh,2-SecondHarm,2-Zero,2-PosTem,4.87E+16,166.872078
r1567,1-lh,2-SecondHarm,2-Zero,3-Occ,7.73E+15,158.8828061
r1567,1-lh,2-SecondHarm,3-HalfPi,1-AntTem,5.71E+14,147.566209
r1567,1-lh,2-SecondHarm,3-HalfPi,2-PosTem,6.44E+16,168.0920271
r1567,1-lh,2-SecondHarm,3-HalfPi,3-Occ,4.87E+16,166.8787661
r1567,1-lh,2-SecondHarm,4-Pi,1-AntTem,2.87E+14,144.5792729
r1567,1-lh,2-SecondHarm,4-Pi,2-PosTem,1.60E+16,162.0477094
r1567,1-lh,2-SecondHarm,4-Pi,3-Occ,8.59E+15,159.3421051
r1567,2-rh,1-Fm,1-Uni,1-AntTem,1.69E+16,162.2804086
r1567,2-rh,1-Fm,1-Uni,2-PosTem,2.05E+17,173.1069331
r1567,2-rh,1-Fm,1-Uni,3-Occ,1.21E+17,170.8239038
r1567,2-rh,1-Fm,2-Zero,1-AntTem,8.88E+16,169.4819283
r1567,2-rh,1-Fm,2-Zero,2-PosTem,8.22E+17,179.1513063
r1567,2-rh,1-Fm,2-Zero,3-Occ,2.16E+16,163.3501636
r1567,2-rh,1-Fm,3-HalfPi,1-AntTem,1.39E+16,161.4204515
r1567,2-rh,1-Fm,3-HalfPi,2-PosTem,1.52E+17,171.8307045
r1567,2-rh,1-Fm,3-HalfPi,3-Occ,8.27E+16,169.1738471
r1567,2-rh,1-Fm,4-Pi,1-AntTem,6.12E+16,167.8703518
r1567,2-rh,1-Fm,4-Pi,2-PosTem,3.56E+16,165.514256
r1567,2-rh,1-Fm,4-Pi,3-Occ,2.69E+17,174.2970384
r1567,2-rh,2-SecondHarm,1-Uni,1-AntTem,1.63E+15,152.1277337
r1567,2-rh,2-SecondHarm,1-Uni,2-PosTem,4.61E+14,146.6343707
r1567,2-rh,2-SecondHarm,1-Uni,3-Occ,1.04E+15,150.1728382
r1567,2-rh,2-SecondHarm,2-Zero,1-AntTem,1.58E+15,151.9840963
r1567,2-rh,2-SecondHarm,2-Zero,2-PosTem,2.18E+16,163.3841665
r1567,2-rh,2-SecondHarm,2-Zero,3-Occ,2.96E+14,144.7057218
r1567,2-rh,2-SecondHarm,3-HalfPi,1-AntTem,1.29E+15,151.1176643
r1567,2-rh,2-SecondHarm,3-HalfPi,2-PosTem,2.08E+16,163.1760374
r1567,2-rh,2-SecondHarm,3-HalfPi,3-Occ,1.89E+15,152.7607099
r1567,2-rh,2-SecondHarm,4-Pi,1-AntTem,2.07E+15,153.1567652
r1567,2-rh,2-SecondHarm,4-Pi,2-PosTem,1.35E+16,161.3091244
r1567,2-rh,2-SecondHarm,4-Pi,3-Occ,4.68E+13,136.7004165
r1414,1-lh,1-Fm,1-Uni,1-AntTem,6.72E+15,158.2735635
r1414,1-lh,1-Fm,1-Uni,2-PosTem,1.07E+16,160.2767572
r1414,1-lh,1-Fm,1-Uni,3-Occ,7.50E+15,158.749686
r1414,1-lh,1-Fm,2-Zero,1-AntTem,5.40E+14,147.3251438
r1414,1-lh,1-Fm,2-Zero,2-PosTem,6.63E+15,158.2142836
r1414,1-lh,1-Fm,2-Zero,3-Occ,4.42E+15,156.4568748
r1414,1-lh,1-Fm,3-HalfPi,1-AntTem,2.14E+16,163.3083974
r1414,1-lh,1-Fm,3-HalfPi,2-PosTem,2.66E+15,154.2439155
r1414,1-lh,1-Fm,3-HalfPi,3-Occ,1.54E+15,151.8752072
r1414,1-lh,1-Fm,4-Pi,1-AntTem,2.20E+16,163.4230422
r1414,1-lh,1-Fm,4-Pi,2-PosTem,3.62E+16,165.5821641
r1414,1-lh,1-Fm,4-Pi,3-Occ,2.71E+16,164.3272884
r1414,1-lh,2-SecondHarm,1-Uni,1-AntTem,1.79E+14,142.5343494
r1414,1-lh,2-SecondHarm,1-Uni,2-PosTem,1.30E+15,151.1471104
r1414,1-lh,2-SecondHarm,1-Uni,3-Occ,1.45E+15,151.6187688
r1414,1-lh,2-SecondHarm,2-Zero,1-AntTem,7.18E+13,138.5603975
r1414,1-lh,2-SecondHarm,2-Zero,2-PosTem,2.13E+14,143.2935719
r1414,1-lh,2-SecondHarm,2-Zero,3-Occ,3.09E+13,134.9046416
r1414,1-lh,2-SecondHarm,3-HalfPi,1-AntTem,1.10E+14,140.4151111
r1414,1-lh,2-SecondHarm,3-HalfPi,2-PosTem,9.15E+15,159.6138312
r1414,1-lh,2-SecondHarm,3-HalfPi,3-Occ,4.67E+15,156.6941916
r1414,1-lh,2-SecondHarm,4-Pi,1-AntTem,3.90E+14,145.9098665
r1414,1-lh,2-SecondHarm,4-Pi,2-PosTem,9.11E+14,149.5961371
r1414,1-lh,2-SecondHarm,4-Pi,3-Occ,1.03E+14,140.1199311
r1414,2-rh,1-Fm,1-Uni,1-AntTem,1.91E+15,152.8087417
r1414,2-rh,1-Fm,1-Uni,2-PosTem,9.24E+15,159.6589282
r1414,2-rh,1-Fm,1-Uni,3-Occ,9.71E+15,159.8709398
r1414,2-rh,1-Fm,2-Zero,1-AntTem,2.59E+15,154.1311528
r1414,2-rh,1-Fm,2-Zero,2-PosTem,2.13E+16,163.2823685
